station;year;parameter;25% quantile;median;75% quantile;std_dev;rel_std_dev;outliers;values;Spalte1;Spalte2;Spalte3;Spalte4;Spalte5;Spalte6;Spalte7;Spalte8;Spalte9;Spalte10;Spalte11;Spalte12;Spalte13;Spalte14;Spalte15;Spalte16;Spalte17;Spalte18;Spalte19;Spalte20;Spalte21;Spalte22;Spalte23;Spalte24;Spalte25;Spalte26;Spalte27;Spalte28;Spalte29;Spalte30;Spalte31;Spalte32;Spalte33;Spalte34;Spalte35;Spalte36;Spalte37;Spalte38;Spalte39;Spalte40;Spalte41;Spalte42;Spalte43;Spalte44;Spalte45;Spalte46;Spalte47;Spalte48;Spalte49;Spalte50;Spalte51;Spalte52;Spalte53;Spalte54;Spalte55;Spalte56;Spalte57;Spalte58;Spalte59;Spalte60;Spalte61;Spalte62;Spalte63;Spalte64;Spalte65;Spalte66;Spalte67;Spalte68;Spalte69;Spalte70;Spalte71;Spalte72;Spalte73;Spalte74;Spalte75;Spalte76;Spalte77
Porte du Scex;2019;Clarithromycin;0;0.003;0.004;0.001852674;81.97671432;[];0.007;0.005;0.004;0.003;0.004;0.004;0.005;0.004;0;0.003;0.004;0.004;0.003;0.003;0.004;0.004;0.004;0.004;0.003;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0.002;0;0.002;0.003;0.003;0.002;0.004;0.003;0.002;0;0.002;0.002;0.003;0;0.003;0;0.003;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Clarithromycin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Clarithromycin;0;0;0;0.0005;500;[0.002, 0.003];0;0;0;0;0;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Clarithromycin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Cyproconazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Cyproconazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Cyprodinil;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;DEET;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Porte du Scex;2021;DEET;0;0;0.001;0.000988737;145.4024364;[0.005];0.005;0;0.002;0;0;0;0;0;0.002;0;0;0.001;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0.003;0.002;0.002;0.001;0.002;0.001;0.002;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;DEET;0;0;0;0.000226436;871.7797887;[0.002];0;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Porte du Scex;2018;Desphenyl-chloridazon;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porte du Scex;2020;Desphenyl-chloridazon;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Diazinon;0;0;0;0.001296148;324.0370349;[0.007];0;0;0;0;0;0.003;0.003;0;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007;0;0.004;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Diazinon;0;0;0;0.0017;340;[0.006, 0.006, 0.006, 0.007];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006;0;0;0;0.006;0.006;0;0;0.007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Diazinon;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Dicamba;0;0;0;0.002879083;564.7432259;[0.02];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Dicamba;0;0;0;0.001257351;582.9534379;[0.009];0;0;0;0;0;0.001;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0.009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Diclofenac;0;0;0;0.000346987;247.8478796;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Diclofenac;0;0;0;0.000137335;714.1428429;[0.001];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Dimethoat;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Porte du Scex;2020;Dimethoat;0;0;0.001;0.00141367;225.3036146;[0.009];0;0;0;0;0.001;0;0.001;0.001;0.001;0.002;0.001;0.002;0.001;0.003;0.001;0.001;0.001;0.002;0;0.009;0;0.003;0.001;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Diuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porte du Scex;2019;Diuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Diuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Diuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;DOC;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;DOC;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Epoxiconazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Epoxiconazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Erythromycin;0;0;0;0.018711451;319.1585367;[0.12];0;0;0;0;0.012;0;0.018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011;0;0;0;0;0;0;0.12;0.019;0.025;0;0.016;0;0;0;0;0;0;0;0;0;0;0.011;0.011;0.056;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Ethofumesat;0;0;0;0.000113951;866.0254038;[0.001];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Porte du Scex;2018;Ibuprofen;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porte du Scex;2021;Ibuprofen;0;0;0.001;0.000768375;213.4374746;[0.004, 0.003];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0.004;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Ibuprofen;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Imidacloprid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Imidacloprid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Imidacloprid;0.36;0.465;0.5575;0.560787861;86.2013791;[];2.1;0.83;0.37;0.36;0.34;0.4;0.36;0.36;0.4;0.34;0.58;0.55;0.49;0.49;0.51;0.49;0.44;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Imidacloprid;0;0;0;0.000560798;408.5814185;[0.002, 0.002, 0.003];0;0;0;0;0;0;0;0;0;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002;0;0.003;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Iopromid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Iprovalicarb;0.24;0.36;0.99;0.99671592;116.9343055;[4.1];0.34;0.25;0.29;0.32;0.28;0.29;0.28;0.29;0.21;0.25;0.24;0.19;0.24;0.22;0.21;0.18;0.19;0.18;0.27;0.27;0.11;0.081;0.61;0.46;0.51;0.36;0.93;0.69;0.5;0.14;0.23;1.7;1.5;1.1;0.67;4.1;3.3;2.9;1.9;1.2;0.99;0.59;0.28;0.58;0.71;0.52;0.52;2.1;3.1;2.6;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Iprovalicarb;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Iprovalicarb;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Porte du Scex;2019;Irgarol;0.021;0.0385;0.058;0.028085251;68.56662683;[0.16];0.0405;0.092;0.041;0.1;0.058;0.032;0.062;0.043;0.043;0.079;0.068;0.039;0.066;0.067;0.085;0.11;0.16;0.028;0.081;0.066;0.0225;0.058;0.065;0.021;0.058;0.057;0.038;0.068;0.056;0.0275;0.061;0.033;0.014;0.018;0;0.015;0.017;0;0.012;0.017;0.012;0.009;0.025;0.014;0.021;0.024;0.0145;0.028;0.028;0;0.017;0.022;0.0175;0.026;0.036;0.022;0.039;0.045;0.03;0.06;0.044;0.021;0.04;0.028;0.042;0.039;0.044;0.0285;0.043;0.034;0;0.083;0.056;0;0.046;0.056;;
Porte du Scex;2020;Irgarol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Irgarol;0;0;0.0155;0.01272946;140.7998955;[0.05];0;0;0;0;0;0;0;0;0.01;0;0.016;0.013;0.017;0.039;0.013;0.013;0.015;0.02;0.015;0.045;0;0;0;0;0.05;0;0.043;0;0;0.016;0.011;0;0.017;0;0.015;0;0;0;0;0.017;0;0.017;0;0;0;0;0.017;0.011;0.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Isoproturon;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Isoproturon;0;0;0;0.000354076;368.2390528;[0.002];0.002;0.001;0;0;0;0;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Linuron;0.024;0.04025;0.06525;0.027587081;58.94513996;[0.14];0.083;0.064;0.064;0.072;0.047;0.082;0.044;0.047;0.065;0.053;0.0595;0.082;0.046;0.052;0.052;0.072;0.098;0.082;0.11;0.077;0.14;0.09;0.0355;0.083;0.04;0.021;0.034;0.027;0.0165;0.024;0.024;0.029;0.013;0.016;0;0.024;0.019;0.013;0.025;0.023;0.0155;0.024;0.033;0.017;0.023;0.024;0.015;0.025;0.015;0.0205;0.031;0.032;0.023;0.033;0.042;0.022;0.038;0.036;0.027;0.036;0.046;0.0405;0.054;0.066;0.035;0.027;0.057;0.0565;0.11;0.072;0.043;0.076;0.031;0.061;0.072;0.042;0.094;0.087
Porte du Scex;2020;Linuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Linuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;MCPA;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;MCPA;0;0.002;0.003;0.001510099;81.18813626;[];0.005;0.004;0.003;0.003;0.003;0.003;0.004;0.004;0.004;0.005;0.004;0.003;0.003;0.003;0.003;0.002;0.003;0.003;0.002;0.002;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002;0.001;0.001;0.002;0.002;0.001;0;0.001;0.002;0.002;0.002;0.002;0.002;0.003;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;MCPA;0;0;0;0.003864296;306.8705756;[0.017];0;0;0;0;0;0;0;0;0;0;0.002;0;0;0;0.012;0.017;0.003;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Mecoprop;0;0;0;0.003653846;500;[0.019];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.019;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Mecoprop;0.014;0.025;0.033;0.010857931;44.4069333;[];0.04;0.032;0.029;0.022;0.039;0.029;0.042;0.046;0.04;0.035;0.038;0.035;0.033;0.036;0.033;0.026;0.026;0.022;0.014;0.012;0.013;0.027;0.008;0.015;0.007;0.005;0.006;0.006;0.007;0.012;0.013;0.013;0.014;0.018;0.016;0.022;0.02;0.024;0.02;0.022;0.03;0.032;0.034;0.032;0.03;0.031;0.025;0.023;0.025;0.026;0.042;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Mecoprop;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Porte du Scex;2018;Mefenaminsaeure;0;0;0;0.001729274;304.1136905;[0.006, 0.006, 0.006, 0.006];0;0;0;0;0;0;0;0;0;0;0;0;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006;0.006;0.006;0.006;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Mefenaminsaeure;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Mefenaminsaeure;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Metalaxyl;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Metalaxyl;0;0;0;0.002249867;370.1393275;[0.013];0;0;0;0;0;0;0;0;0;0;0;0;0;0.013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006;0;0;0;0;0;0;0;0;0;0.006;0;0.006;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
