station;year;parameter;25% quantile;median;75% quantile;std_dev;rel_std_dev;outliers;values;Spalte1;Spalte2;Spalte3;Spalte4;Spalte5;Spalte6;Spalte7;Spalte8;Spalte9;Spalte10;Spalte11;Spalte12;Spalte13;Spalte14;Spalte15;Spalte16;Spalte17;Spalte18;Spalte19;Spalte20;Spalte21;Spalte22;Spalte23;Spalte24;Spalte25;Spalte26;Spalte27;Spalte28;Spalte29;Spalte30;Spalte31;Spalte32;Spalte33;Spalte34;Spalte35;Spalte36;Spalte37;Spalte38;Spalte39;Spalte40;Spalte41;Spalte42;Spalte43;Spalte44;Spalte45;Spalte46;Spalte47;Spalte48;Spalte49;Spalte50;Spalte51;Spalte52;Spalte53;Spalte54;Spalte55;Spalte56;Spalte57;Spalte58;Spalte59;Spalte60;Spalte61;Spalte62;Spalte63;Spalte64;Spalte65;Spalte66;Spalte67;Spalte68;Spalte69;Spalte70;Spalte71;Spalte72;Spalte73;Spalte74;Spalte75;Spalte76;Spalte77
Porte du Scex;2019;Metamitron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Porte du Scex;2021;Metamitron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Metamitron;0;0;0;0.02395592;333.0769601;[0.098, 0.12];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.036;0;0;0;0;0;0;0;0;0;0;0;0.056;0;0;0;0;0;0.098;0;0.12;0;0;0;0.064;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Metazachlor;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Metazachlor;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Metazachlor;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Metformin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porte du Scex;2022;Metformin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Methoxyfenozid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Methoxyfenozid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Methoxyfenozid;0.01875;0.026;0.03525;0.011172126;41.470401;[];0.041;0.025;0.025;0.026;0.03;0.026;0.026;0.041;0.041;0.032;0.039;0.04;0.045;0.04;0.033;0.047;0.051;0.035;0.031;0.023;0.023;0.024;0.014;0.01;0.008;0.01;0.011;0.01;0.009;0.009;0.013;0.015;0.013;0.018;0.019;0.022;0.02;0.021;0.026;0.035;0.035;0.037;0.036;0.024;0.027;0.026;0.03;0.033;0.031;0.041;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Methoxyfenozid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Metolachlor;0;0.002;0.004;0.001908348;87.89968404;[];0;0.005;0;0.004;0.003;0;0.003;0.003;0;0.004;0.004;0;0.004;0.004;0;0.006;0.005;0;0.004;0.004;0;0.004;0.004;0;0.004;0.005;0;0.004;0.004;0;0.004;0.003;0;0.001;0;0.001;0.001;0;0.001;0.001;0;0.002;0.002;0;0.001;0.002;0;0.002;0.002;0;0.002;0.002;0;0.002;0.004;0;0.003;0.004;0;0.006;0.005;0;0.004;0.002;0;0.003;0.004;0;0.004;0.003;0;0.005;0.002;0;0.004;0.005;;
Porte du Scex;2020;Metoprolol;0.005;0.01;0.013;0.004058776;42.24440501;[];0.015;0.013;0.011;0.008;0.015;0.011;0.014;0.016;0.013;0.013;0.016;0.013;0.01;0.011;0.011;0.01;0.009;0.008;0.005;0.004;0.005;0.008;0.005;0.005;0.004;0.004;0.003;0.004;0.004;0.004;0.005;0.004;0.005;0.007;0.005;0.009;0.008;0.01;0.01;0.012;0.015;0.015;0.015;0.014;0.012;0.014;0.011;0.009;0.01;0.011;0.017;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Metoprolol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Metoprolol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Metribuzin;0;0.002;0.005;0.002652235;101.9085507;[];0;0.005;0;0.007;0;0.008;0.006;0;0.007;0.007;0;0.007;0.005;0;0.004;0.007;0.008;0;0.007;0;0.008;0.007;0;0.007;0.003;0;0.003;0.002;0;0.002;0.002;0.002;0;0.001;0;0.002;0.002;0;0.002;0.002;0;0.002;0.002;0;0.002;0.002;0;0.001;0.001;0;0.003;0.002;0;0.002;0.003;0;0.004;0.002;0;0.002;0.003;0;0.004;0.004;0;0;0.009;0;0.005;0.005;0;0.005;0;0.004;0.003;0;0.005;0.005
Porte du Scex;2020;Metribuzin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Napropamid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Porte du Scex;2021;Napropamid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Napropamid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Naproxen;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Naproxen;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Nicosulfuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porte du Scex;2019;Nicosulfuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Nicosulfuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Nicosulfuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Pirimicarb;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Pirimicarb;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Pirimicarb;0.015;0.026;0.031;0.010464234;43.42359086;[];0.031;0.028;0.026;0.017;0.04;0.024;0.055;0.035;0.035;0.015;0.037;0.036;0.026;0.03;0.025;0.027;0.028;0.041;0.02;0.011;0.012;0.01;0.017;0.015;0.028;0.026;0.011;0.01;0.009;0.009;0.011;0.012;0.011;0.016;0.012;0.015;0.014;0.021;0.017;0.025;0.03;0.038;0.031;0.029;0.032;0.033;0.027;0.027;0.027;0.024;0.043;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Propamocarb;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Propamocarb;0.007;0.011;0.01325;0.00448;43.24324324;[];0.017;0.01;0.011;0.011;0.014;0.012;0.012;0.018;0.018;0.013;0.016;0.013;0.016;0.015;0.011;0.017;0.018;0.014;0.012;0.008;0.009;0.009;0.005;0.004;0;0.003;0.004;0.004;0.004;0.004;0.005;0.005;0.005;0.007;0.009;0.009;0.009;0.011;0.012;0.018;0.011;0.012;0.012;0.007;0.009;0.008;0.011;0.011;0.011;0.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Propamocarb;0.017;0.03;0.042;0.012936806;43.3449682;[];0.042;0.043;0.03;0.028;0.028;0.033;0.044;0.044;0.043;0.047;0.052;0.042;0.044;0.032;0.038;0.036;0.031;0.03;0.026;0.018;0.013;0.015;0.017;0.018;0.013;0.014;0.014;0.014;0.014;0.011;0.013;0.013;0.015;0.015;0.017;0.018;0.018;0.029;0.034;0.03;0.03;0.042;0.037;0.024;0.044;0.056;0.049;0.06;0.035;0.033;0.03;0.036;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Pyrimethanil;0;0;0;0.000138648;707.1067812;[0.001];0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Pyrimethanil;0;0;0;0.000631771;452.7692569;[0.003, 0.003];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003;0;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Sotalol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Sotalol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Porte du Scex;2022;Sotalol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Sucralose;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Sucralose;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Sucralose;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Sulfamethazin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Sulfamethoxazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porte du Scex;2019;Sulfamethoxazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Sulfamethoxazol;0.093;0.15;0.22;0.086738977;50.9054986;[0.45];0.45;0.28;0.22;0.17;0.31;0.22;0.3;0.37;0.31;0.24;0.27;0.22;0.2;0.27;0.23;0.2;0.19;0.15;0.11;0.087;0.089;0.092;0.12;0.085;0.11;0.08;0.09;0.085;0.095;0.087;0.087;0.08;0.08;0.093;0.083;0.11;0.097;0.11;0.1;0.13;0.16;0.19;0.2;0.16;0.16;0.17;0.14;0.15;0.15;0.17;0.34;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Sulfamethoxazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Sulfamethoxazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Tebuconazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Terbuthylazin;0;0;0;0.000588889;231.0254987;[0.003];0;0;0;0;0;0.001;0;0.001;0;0.001;0;0.003;0.001;0;0;0.001;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002;0;0;0;0;0;0;0;0;0.001;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Terbuthylazin;0.016;0.024;0.0335;0.013081605;51.22006815;[];0.037;0.019;0.027;0.026;0.03;0.025;0.021;0.033;0.032;0.023;0.036;0.036;0.038;0.028;0.032;0.044;0.043;0.039;0.03;0.023;0.022;0.019;0.012;0.009;0.008;0.008;0.009;0.01;0.007;0.006;0.008;0.014;0.016;0.017;0.016;0.016;0.017;0.016;0.033;0.049;0.028;0.026;0.028;0.017;0.021;0.02;0.059;0.052;0.035;0.057;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Terbuthylazin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Terbutryn;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Terbutryn;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Porte du Scex;2020;Thiacloprid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Thiacloprid;0;0;0;0.0003;300;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0.001;0.001;0;0.001;0.001;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Thiacloprid;0.007;0.011;0.017;0.005723279;47.23975932;[];0.017;0.017;0.013;0.01;0.01;0.013;0.019;0.021;0.019;0.018;0.018;0.019;0.018;0.013;0.016;0.013;0.011;0.011;0.011;0.007;0.005;0.006;0.007;0.008;0.006;0.005;0.007;0.005;0.006;0.005;0.006;0.005;0.005;0.005;0.006;0.007;0.007;0.01;0.012;0.011;0.01;0.016;0.016;0.011;0.017;0.024;0.023;0.028;0.015;0.013;0.012;0.017;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2019;Thiamethoxam;0;0;0.00525;0.003041644;170.8788928;[];0.008;0.006;0;0;0.005;0.007;0.007;0.007;0.008;0.008;0.008;0.006;0;0;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2018;Trimethoprim;0;0;0;0.001005328;603.1966129;[0.008, 0.004];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008;0.004;0;0.001;0
Porte du Scex;2019;Trimethoprim;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2020;Trimethoprim;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2021;Trimethoprim;0;0;0;0.00014;700;[0.001];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porte du Scex;2022;Trimethoprim;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
